buysM5,buysH1,sellsM5,sellsH1,volM5,volH1,priceM5,priceH1,liquidity,marketCap,paidProfile,paidAd,websites,socials,boosts,pools,dayOfWeek,time,result,buysToSells,volToLiquidity,volToMC,liquidityToMC,liquidityToBuys,MCToBuys,poolsToLiquidity,buysToVol
0,47,2,5,114.52,56748.19,-0.72,528.0,133672.97,418567.0,0,0,0,0,0,1,4,426,Failure,9.4,0.42453003026715125,0.13557731498183087,0.3193585973093913,2844.105744680851,8905.68085106383,7.480943978427352e-06,0.0008282202480819212
261,629,177,481,71276.78,211391.13,0.58,26761.0,62344.9,7194228.0,0,0,0,0,0,1,4,427,Failure,1.3076923076923077,3.3906723725597443,0.02938343488696772,0.008665961101038221,99.1174880763116,11437.56438791733,1.60398043785458e-05,0.0029755269296303966
799,2878,780,2747,231894.25,908520.56,-1.0,764.0,178013.22,484143.0,1,0,0,1,0,1,4,427,Failure,1.0476883873316345,5.103669042108221,1.8765541585853767,0.36768727421443664,61.85309937456567,168.22202918693537,5.617560313778943e-06,0.003167787419142171
38,271,27,210,4955.25,58312.68,-11.07,-44.11,31137.78,55336.0,0,0,0,0,0,2,4,467,Failure,1.2904761904761906,1.8727308112524401,1.0537928292612404,0.5627038455978025,114.89955719557196,204.19188191881918,6.42306548507954e-05,0.00464735971661738
34,167,6,22,23870.37,101985.66,7.24,34.87,1347390.6,791520.0,0,0,0,0,0,1,4,468,Failure,7.590909090909091,0.07569123608254355,0.1288478623408126,1.7022824439053974,8068.207185628743,4739.640718562874,7.421752830990508e-07,0.001637485113103156
1,165,1,241,5.24,67755.51,0.12,-95.05,9561.75,5211.0,0,0,0,0,0,2,4,468,Failure,0.6846473029045643,7.086099301906032,13.002400690846287,1.834916522740357,57.95,31.581818181818182,0.00020916673203127042,0.0024352263011524823
30,144,2,18,62633.68,178682.51,18.89,69.38,1534406.67,997465.0,0,0,0,0,0,1,4,471,Failure,8.0,0.11645055609670937,0.17913662133508446,1.538306276410701,10655.601875,6926.840277777777,6.517177092302395e-07,0.0008058986858870518
1,108,5,161,571.23,30947.76,-10.06,-93.99,10348.39,6103.0,0,0,0,0,0,2,4,471,Failure,0.6708074534161491,2.990586941543564,5.070909388825168,1.6956234638702277,95.81842592592592,56.50925925925926,0.00019326677869697606,0.00348975176232464
4,18,1,3,3028.82,10136.38,55.6,330.0,10126.73,104882.0,0,0,0,0,0,1,4,473,Failure,6.0,1.000952923599227,0.09664556358574397,0.09655355542419099,562.5961111111111,5826.777777777777,9.874855950538822e-05,0.0017757818866301384
34,272,39,341,7619.34,98838.54,16.74,-80.12,18434.66,19271.0,0,0,0,0,0,2,4,475,Failure,0.7976539589442815,5.361560234905336,5.128874474599138,0.9566011104768823,67.77448529411765,70.84926470588235,0.00010849128760714871,0.002751962948865898
4,16,0,1,2295.98,6677.39,12061.0,244.0,91038.1,1859882.0,0,0,0,0,0,1,4,476,Failure,16.0,0.07334720298424506,0.003590222390452728,0.04894832037731426,5689.88125,116242.625,1.0984412020901138e-05,0.0023961457994815336
27,812,111,1014,4076.25,202333.88,-55.03,-93.42,11012.17,6565.0,1,0,1,1,0,2,4,476,Failure,0.8007889546351085,18.373661140356532,30.82008834729627,1.6774059405940593,13.561785714285714,8.084975369458128,0.00018161724710025364,0.0040131687288357245
488,1640,255,877,30252.08,238388.85,159.0,14275.0,60190.15,66970257.0,0,0,0,0,0,1,4,477,Failure,1.870011402508552,3.960595712089104,0.003559622744168355,0.00089875942987646,36.70131097560976,40835.52256097561,1.6614014087022544e-05,0.006879516386777317
2,260,22,454,1146.52,66780.39,-30.45,-93.83,10694.67,6495.0,0,0,0,0,0,2,4,478,Failure,0.5726872246696035,6.244268406598801,10.281815242494226,1.6466004618937644,41.133346153846155,24.98076923076923,0.00018700904282226567,0.003893358514378248
2,426,11,398,904.0,141431.55,-18.32,-95.84,9634.44,5278.0,0,0,0,0,0,2,4,480,Success,1.07035175879397,14.679789380597105,26.79642857142857,1.825395983327018,22.61605633802817,12.389671361502348,0.0002075886091978361,0.0030120577763589527
27,143,3,18,53586.17,167984.5,15.56,63.65,1524119.11,974789.0,0,0,0,0,0,1,4,480,Failure,7.944444444444445,0.1102174356963479,0.17232908865405744,1.5635374527205377,10658.175594405595,6816.706293706294,6.561166994356497e-07,0.0008512690158913471
235,1154,131,960,48560.17,381317.98,75.24,13.8,43768.94,104663.0,0,0,0,0,0,2,4,480,Failure,1.2020833333333334,8.712067964177336,3.643293045297765,0.4181892359286472,37.928024263431546,90.69584055459272,4.5694503910764115e-05,0.0030263456236708274
280,825,270,715,132674.76,360700.38,-1.99,8.9,139958.72,145784.0,1,0,0,1,0,1,4,481,Failure,1.1538461538461537,2.5771911889448544,2.4742110245294406,0.9600417055369588,169.64693333333332,176.7078787878788,7.144963886494532e-06,0.002287216886214536
488,1934,510,2018,174536.17,1043450.1,8.98,213.0,87479.49,418009.0,1,1,1,1,500,2,4,482,Success,0.958374628344896,11.927939909114695,2.4962383585042427,0.20927657060015456,45.232414684591525,216.13702171664943,2.286250182757124e-05,0.0018534666870988847
4065,8248,306,1230,225769.55,711846.48,32.46,144.0,68750.07,257647.0,1,1,1,1,500,2,4,485,Failure,6.705691056910569,10.354120075805012,2.762875096546826,0.26683823215484753,8.335362512124153,31.23751212415131,2.9090879471104535e-05,0.011586767978398938
372,1254,363,1185,111342.78,387277.65,4.56,30.7,122562.13,347980.0,1,0,1,1,10,1,4,485,Failure,1.058227848101266,3.159847580977909,1.1129307718834416,0.35221027070521294,97.73694577352472,277.49601275917064,8.159127130052326e-06,0.0032379870100946954
1057,3884,1016,3654,268545.09,1081068.7,-57.87,7837.0,41558.32,29913159.0,0,0,0,0,0,1,4,485,Failure,1.0629447181171319,26.01329168262817,0.03614023848166621,0.0013892989369661693,10.699876416065912,7701.637229660144,2.4062570383018372e-05,0.003592741145867973
31,129,2,9,35413.78,114832.7,14.54,55.42,1109424.2,692527.0,0,0,0,0,0,1,4,486,Failure,14.333333333333334,0.1035065757534404,0.1658169284374472,1.601994146076615,8600.187596899224,5368.426356589147,9.01368475647097e-07,0.0011233733945121903
277,1030,260,898,131386.56,473677.16,-0.4,11.82,141785.8,149034.0,1,0,0,1,0,1,4,487,Failure,1.1469933184855234,3.340794071056481,3.178316088946146,0.9513654602305514,137.65611650485437,144.69320388349516,7.05289246172748e-06,0.0021744768103237238
19,88,2,6,8746.24,27782.13,10.69,41.91,331564.12,198043.0,0,0,0,0,0,1,4,488,Failure,14.666666666666666,0.08379112311669912,0.14028332230879154,1.6742026731568396,3767.774090909091,2250.4886363636365,3.01600788408589e-06,0.0031675037155178523
47,209,1,9,9524.48,62801.09,8.62,81.74,440319.21,306036.0,0,0,0,0,0,1,4,488,Failure,23.22222222222222,0.1426262778769066,0.2052081781228352,1.4387823981492374,2106.7904784688994,1464.2870813397128,2.2710796560522535e-06,0.0033279677152100386
4,149,17,241,3799.29,36453.54,-56.8,-94.51,9974.78,5709.0,0,0,0,0,0,2,4,489,Failure,0.6182572614107884,3.6545708276272757,6.385275880189175,1.7472026624627781,66.9448322147651,38.31543624161074,0.00020050567531313974,0.004087394530133424
1258,2180,68,196,150628.43,415266.64,-6.48,729.0,14936.8,58841.0,1,0,1,1,50,1,4,489,Failure,11.122448979591837,27.801579990359382,7.057436821264085,0.25385020648867285,6.851743119266055,26.991284403669724,6.694874404156178e-05,0.005249639123431634
5,20,1,1,2292.71,6748.26,36.04,302.0,104926.04,2177397.0,0,0,0,0,0,1,4,494,Failure,20.0,0.0643144447269715,0.003099232707678021,0.04818875014524223,5246.302,108869.85,9.530522642425085e-06,0.0029637269459090194
0,268,7,289,81.82,200881.05,-3.67,-96.96,9797.89,5580.0,0,0,0,0,0,2,4,1043,Failure,0.9273356401384083,20.502480636136966,36.00018817204301,1.7558942652329748,36.55929104477612,20.82089552238806,0.00020412558214064457,0.0013341228552917262
139,1233,105,1009,33970.52,350916.49,79.72,92.39,59090.13,202065.0,1,0,0,1,0,2,4,1044,Failure,1.222001982160555,5.938665052860774,1.7366515230247692,0.2924312968599213,47.92386861313869,163.88077858880777,3.384660010055825e-05,0.0035136564827717275
13,743,34,876,1025.81,196674.48,-3.69,-91.96,11973.1,8263.0,1,0,0,1,0,2,4,1045,Failure,0.8481735159817352,16.426362429111926,23.801825003025538,1.4490015732784702,16.114535666218035,11.121130551816957,0.00016704111717099165,0.0037778160135468514
397,1265,360,1130,106986.1,358750.88,12.47,44.9,124736.11,373637.0,1,0,0,1,0,1,4,1045,Failure,1.1194690265486726,2.876078787449761,0.9601588707756459,0.33384303481721567,98.60562055335969,295.3652173913043,8.016924690051662e-06,0.003526123754734762
5,17,1,1,2576.06,6819.34,45.25,301.0,101481.59,2103521.0,0,0,0,0,0,1,4,1046,Failure,17.0,0.06719780405490297,0.0032418692278327623,0.04824367809971947,5969.505294117647,123736.5294117647,9.854004061229234e-06,0.0024929098710432386
180,1473,302,1422,54355.78,528665.83,-40.88,-26.88,34352.72,66822.0,1,0,0,0,0,2,4,1046,Failure,1.0358649789029535,15.389344133448528,7.9115535302744595,0.514092963395289,23.321602172437203,45.36456211812627,5.821955292040921e-05,0.002786259138405068
9,719,13,770,2630.63,322531.96,-4.96,-89.86,15931.61,14563.0,0,0,0,0,0,2,4,1047,Success,0.9337662337662338,20.24478128701368,22.147357000618005,1.0939785758428895,22.158011126564674,20.25452016689847,0.00012553659046386399,0.0022292364452812675
4,18,0,1,951.6,5476.72,16.83,239.0,87001.38,1774361.0,0,0,0,0,0,1,4,1047,Failure,18.0,0.06294980608353569,0.003086587227740015,0.04903251367675462,4833.41,98575.61111111111,1.1494070553823399e-05,0.003286638718064827
2,1496,17,1397,776.21,652849.74,-15.4,-90.75,14604.11,11932.0,0,0,0,0,0,2,4,1048,Failure,1.0708661417322836,44.70315137314085,54.714192088501505,1.2239448541736508,9.762105614973262,7.975935828877005,0.00013694774964034096,0.0022914920667656234
1983,6329,2054,6137,571010.43,2071921.99,-100.0,-99.99,70.05,75.0,0,0,0,0,0,1,4,1048,Failure,1.0312856444516865,29577.75860099929,27625.626533333332,0.9339999999999999,0.011068099225786063,0.01185021330383947,0.014275517487508924,0.003054651685993255
4,216,5,381,15334.25,105507.4,3.74,-95.2,9252.68,5009.0,0,0,0,0,0,2,4,1049,Failure,0.5669291338582677,11.402901645793435,21.063565581952485,1.8472110201637053,42.836481481481485,23.189814814814813,0.0002161535900949779,0.0020472497663670984
8,139,5,143,835.01,38230.51,18.09,-85.59,16768.92,16747.0,0,0,0,0,0,2,4,1049,Failure,0.972027972027972,2.2798433053529985,2.282827372066639,1.0013088911446826,120.63971223021582,120.4820143884892,0.00011926826533849527,0.0036358395428154108
322,1051,227,822,71449.25,293895.52,74.69,141.0,59458.82,205527.0,1,0,1,0,0,2,4,1050,Success,1.278588807785888,4.942841448922128,1.4299606377750855,0.28929931347219584,56.57356803044719,195.55375832540437,3.363672538405572e-05,0.0035761007857486224
158,781,173,521,57835.72,233066.26,-0.74,124.0,58241.38,195960.0,1,0,0,1,500,2,5,961,Failure,1.4990403071017275,4.0017296980256996,1.189356297203511,0.29721055317411715,74.57282970550575,250.9090909090909,3.4339845656129714e-05,0.0033509783870046225
